productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extDescription,extCost,extThreshold,extElement,extTypeLine,extCardCategory,extCardType,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extPowerRating,extCardSubtype,extFlavorText,extDefensePower,extLife
522756,Yokai Kappas,Yokai Kappas,https://tcgplayer-cdn.tcgplayer.com/product/522756_200w.jpg,77,23336,https://cpt.tcgcsv.com/87c6,2024-10-03T17:48:39.88,1,Elite,Discard a water site —> Untap Yokai Kappas. Use only once per turn.,4,WW,Water,Elite Beasts imperil this pond,Spell,Minion,0.21,0.3,2.42,0.25,,Normal,3,Beast,,3,
522757,Yokai Kappas (Foil),Yokai Kappas Foil,https://tcgplayer-cdn.tcgplayer.com/product/522757_200w.jpg,77,23336,https://cpt.tcgcsv.com/97c6,2024-10-03T17:48:39.927,1,Elite,Discard a water site —> Untap Yokai Kappas. Use only once per turn.,4,WW,Water,Elite Beasts imperil this pond,Spell,Minion,3.0,4.56,19.95,4.37,,Foil,3,Beast,,3,
522758,Beta - Booster Pack,Beta Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/522758_200w.jpg,77,23336,https://cpt.tcgcsv.com/b7c6,2023-11-10T05:08:03.723,1,,,,,,,,,6.95,9.61,9.99,9.41,,Normal,,,,,
522759,Beta - Booster Box,Beta Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/522759_200w.jpg,77,23336,https://cpt.tcgcsv.com/c7c6,2024-10-25T13:53:35.617,1,,,,,,,,,139.99,211.0,2999.0,145.65,,Normal,,,,,
522760,Beta - Booster Box Case,Beta Booster Box Case,https://tcgplayer-cdn.tcgplayer.com/product/522760_200w.jpg,77,23336,https://cpt.tcgcsv.com/d7c6,2023-11-10T05:08:03.723,1,,,,,,,,,917.0,1049.99,2388.88,1006.77,,Normal,,,,,
522761,Yourke Crossbowmen,Yourke Crossbowmen,https://tcgplayer-cdn.tcgplayer.com/product/522761_200w.jpg,77,23336,https://cpt.tcgcsv.com/f7c6,2024-10-03T17:48:40.047,1,Exceptional,Ranged<br><br>Takes no damage from ranged strikes.,3,EE,Earth,Exceptional Mortals entrenched and armed,Spell,Minion,0.1,0.2,0.5,0.15,,Normal,3,Monument,,3,
522762,Yourke Crossbowmen (Foil),Yourke Crossbowmen Foil,https://tcgplayer-cdn.tcgplayer.com/product/522762_200w.jpg,77,23336,https://cpt.tcgcsv.com/g7c6,2024-10-03T17:48:40.107,1,Exceptional,Ranged<br><br>Takes no damage from ranged strikes.,3,EE,Earth,Exceptional Mortals entrenched and armed,Spell,Minion,3.5,4.4,11.84,3.8,,Foil,3,Monument,,3,
522763,Zephyranne Airship,Zephyranne Airship,https://tcgplayer-cdn.tcgplayer.com/product/522763_200w.jpg,77,23336,https://cpt.tcgcsv.com/h7c6,2024-10-03T17:48:40.18,1,Elite,"Airborne, Movement +2<br><br>May carry any number of allied minions.",4,A,Air,Elite Mortals take to the skies,Spell,Minion,0.04,0.36,2.5,0.28,,Normal,3,Monument,,3,
522764,Zephyranne Airship (Foil),Zephyranne Airship Foil,https://tcgplayer-cdn.tcgplayer.com/product/522764_200w.jpg,77,23336,https://cpt.tcgcsv.com/j7c6,2024-10-03T17:48:40.227,1,Elite,"Airborne, Movement +2<br><br>May carry any number of allied minions.",4,A,Air,Elite Mortals take to the skies,Spell,Minion,4.37,5.76,28.45,5.41,,Foil,3,Monument,,3,
522765,Upwelling,Upwelling,https://tcgplayer-cdn.tcgplayer.com/product/522765_200w.jpg,77,23336,https://cpt.tcgcsv.com/k7c6,2024-10-03T17:48:40.273,1,Exceptional,Target a nearby site. Return each artifact and minion there to its owner's hand.,4,WW,Water,Exceptional Magic of fluid undoing,Spell,Magic,0.1,0.2,0.79,0.14,,Normal,,,There is no height to which confident fools cannot ascend.,,
522766,Upwelling (Foil),Upwelling Foil,https://tcgplayer-cdn.tcgplayer.com/product/522766_200w.jpg,77,23336,https://cpt.tcgcsv.com/l7c6,2024-10-03T17:48:40.32,1,Exceptional,Target a nearby site. Return each artifact and minion there to its owner's hand.,4,WW,Water,Exceptional Magic of fluid undoing,Spell,Magic,4.1,5.45,26.0,5.31,,Foil,,,There is no height to which confident fools cannot ascend.,,
522767,Vanguard Knights,Vanguard Knights,https://tcgplayer-cdn.tcgplayer.com/product/522767_200w.jpg,77,23336,https://cpt.tcgcsv.com/m7c6,2024-10-03T17:48:40.367,1,Exceptional,Vanguard Knights have +2 power if they alone are the furthest forward of your units.,3,E,Earth,Exceptional Mortals ride onward to glory,Spell,Minion,0.1,0.2,0.79,0.16,,Normal,2,Mortal,,2,
522768,Vanguard Knights (Foil),Vanguard Knights Foil,https://tcgplayer-cdn.tcgplayer.com/product/522768_200w.jpg,77,23336,https://cpt.tcgcsv.com/n7c6,2024-10-03T17:48:40.41,1,Exceptional,Vanguard Knights have +2 power if they alone are the furthest forward of your units.,3,E,Earth,Exceptional Mortals ride onward to glory,Spell,Minion,3.09,4.0,6.9,3.09,,Foil,2,Mortal,,2,
522769,Vantage Hills,Vantage Hills,https://tcgplayer-cdn.tcgplayer.com/product/522769_200w.jpg,77,23336,https://cpt.tcgcsv.com/p7c6,2024-10-03T17:48:40.47,1,Exceptional,Ranged units atop this site have +1 range.,,E,Earth,An Exceptional Site with striking views,Site,Site,0.1,0.2,0.79,0.15,,Normal,,,,,
522770,Vantage Hills (Foil),Vantage Hills Foil,https://tcgplayer-cdn.tcgplayer.com/product/522770_200w.jpg,77,23336,https://cpt.tcgcsv.com/q7c6,2024-10-03T17:48:40.533,1,Exceptional,Ranged units atop this site have +1 range.,,E,Earth,An Exceptional Site with striking views,Site,Site,2.49,3.91,14.75,3.75,,Foil,,,,,
522771,Vaults of Zul,Vaults of Zul,https://tcgplayer-cdn.tcgplayer.com/product/522771_200w.jpg,77,23336,https://cpt.tcgcsv.com/r7c6,2024-10-03T17:48:40.613,1,Unique,"The first time an Avatar stops here, they draw three cards and skip their next turn.",,,,A Unique Site of beguiling riches,Site,Site,1.0,2.11,17.95,1.65,,Normal,,,,,
522772,Vaults of Zul (Foil),Vaults of Zul Foil,https://tcgplayer-cdn.tcgplayer.com/product/522772_200w.jpg,77,23336,https://cpt.tcgcsv.com/s7c6,2024-10-03T17:48:40.67,1,Unique,"The first time an Avatar stops here, they draw three cards and skip their next turn.",,,,A Unique Site of beguiling riches,Site,Site,28.73,30.92,60.99,30.74,,Foil,,,,,
522773,Backstab,Backstab,https://tcgplayer-cdn.tcgplayer.com/product/522773_200w.jpg,77,23336,https://cpt.tcgcsv.com/t7c6,2024-10-03T17:48:40.747,1,Exceptional,"Target minion moves to an adjacent location, if needed, to strike another target tapped minion there.",2,F,Fire,Exceptional Magic of treachery and treason,Spell,Magic,0.08,0.2,1.39,0.11,,Normal,,,,,
522774,Backstab (Foil),Backstab Foil,https://tcgplayer-cdn.tcgplayer.com/product/522774_200w.jpg,77,23336,https://cpt.tcgcsv.com/v7c6,2024-10-03T17:48:40.857,1,Exceptional,"Target minion moves to an adjacent location, if needed, to strike another target tapped minion there.",2,F,Fire,Exceptional Magic of treachery and treason,Spell,Magic,25.0,35.0,75.0,40.15,,Foil,,,,,
522775,Vesuvius,Vesuvius,https://tcgplayer-cdn.tcgplayer.com/product/522775_200w.jpg,77,23336,https://cpt.tcgcsv.com/w7c6,2024-10-03T17:48:40.93,1,Unique,(F)(F)(F) — Sacrifice Vesuvius —> Each unit occupying nearby sites takes 3 damage.,,F,Fire,A Unique Site of doom foretold,Site,Site,1.19,2.45,39.99,1.47,,Normal,,,,,
522776,Vesuvius (Foil),Vesuvius Foil,https://tcgplayer-cdn.tcgplayer.com/product/522776_200w.jpg,77,23336,https://cpt.tcgcsv.com/x7c6,2024-10-03T17:48:41.033,1,Unique,(F)(F)(F) — Sacrifice Vesuvius —> Each unit occupying nearby sites takes 3 damage.,,F,Fire,A Unique Site of doom foretold,Site,Site,25.0,30.29,149.99,29.99,,Foil,,,,,
522777,Vile Imp,Vile Imp,https://tcgplayer-cdn.tcgplayer.com/product/522777_200w.jpg,77,23336,https://cpt.tcgcsv.com/z7c6,2024-10-03T17:48:41.153,1,Ordinary,Genesis —> May deal 2 damage to target adjacent unit.,2,F,Fire,An Ordinary firestarter of a Demon,Spell,Minion,0.04,0.2,2.5,0.17,,Normal,2,Demon,One good burn deserves another.,2,
522778,Vile Imp (Foil),Vile Imp Foil,https://tcgplayer-cdn.tcgplayer.com/product/522778_200w.jpg,77,23336,https://cpt.tcgcsv.com/B7c6,2024-10-03T17:48:41.2,1,Ordinary,Genesis —> May deal 2 damage to target adjacent unit.,2,F,Fire,An Ordinary firestarter of a Demon,Spell,Minion,7.75,9.89,50.0,7.99,,Foil,2,Demon,One good burn deserves another.,2,
522779,Vril Revenant,Vril Revenant,https://tcgplayer-cdn.tcgplayer.com/product/522779_200w.jpg,77,23336,https://cpt.tcgcsv.com/C7c6,2024-10-03T17:48:43.157,1,Elite,"Voidwalk
<br><br>(1) —> Gain +1 power this turn.",2,A,Air,An Elite Spirit of overcharged existence,Spell,Minion,0.54,0.61,2.25,0.59,,Normal,1,Spirit,,1,
522780,Vril Revenant (Foil),Vril Revenant Foil,https://tcgplayer-cdn.tcgplayer.com/product/522780_200w.jpg,77,23336,https://cpt.tcgcsv.com/D7c6,2024-10-03T17:48:43.227,1,Elite,"Voidwalk
<br><br>(1) —> Gain +1 power this turn.",2,A,Air,An Elite Spirit of overcharged existence,Spell,Minion,3.0,5.1,49.99,5.02,,Foil,1,Spirit,,1,
522781,Wall of Air,Wall of Air,https://tcgplayer-cdn.tcgplayer.com/product/522781_200w.jpg,77,23336,https://cpt.tcgcsv.com/F7c6,2024-10-03T17:48:43.353,1,Ordinary,"Conjure atop the border of a site you control.
<br><br>Minions with Airborne or 2 or less power can't traverse Wall of Air.",2,A,Air,An Ordinary Aura of bitter obstruction,Spell,Aura,0.01,0.15,1.09,0.05,,Normal,,,,,
522782,Wall of Air (Foil),Wall of Air Foil,https://tcgplayer-cdn.tcgplayer.com/product/522782_200w.jpg,77,23336,https://cpt.tcgcsv.com/G7c6,2024-10-03T17:48:43.49,1,Ordinary,"Conjure atop the border of a site you control.
<br><br>Minions with Airborne or 2 or less power can't traverse Wall of Air.",2,A,Air,An Ordinary Aura of bitter obstruction,Spell,Aura,1.89,2.23,5.99,2.33,,Foil,,,,,
522783,The Four Elementals Preconstructed Deck Box (Beta),The Four Elementals Preconstructed Deck Box Beta,https://tcgplayer-cdn.tcgplayer.com/product/522783_200w.jpg,77,23336,https://cpt.tcgcsv.com/H7c6,2023-11-29T13:35:44.583,1,,,,,,,,,29.99,40.95,200.0,34.82,,Normal,,,,,
522784,Wall of Fire,Wall of Fire,https://tcgplayer-cdn.tcgplayer.com/product/522784_200w.jpg,77,23336,https://cpt.tcgcsv.com/J7c6,2024-10-03T17:48:43.55,1,Ordinary,"Conjure atop the border of a site you control.<br>Whenever a unit passes through Wall of Fire, it takes 3 damage.",2,F,Fire,An Ordinary Aura and blazing barricade,Spell,Aura,0.02,0.15,0.79,0.08,,Normal,,,,,
522785,Wall of Fire (Foil),Wall of Fire Foil,https://tcgplayer-cdn.tcgplayer.com/product/522785_200w.jpg,77,23336,https://cpt.tcgcsv.com/K7c6,2024-10-03T17:48:43.643,1,Ordinary,"Conjure atop the border of a site you control.<br>Whenever a unit passes through Wall of Fire, it takes 3 damage.",2,F,,An Ordinary Aura and blazing barricade,Spell,,1.99,3.27,19.98,3.23,,Foil,,,,,
522786,Bane Widow,Bane Widow,https://tcgplayer-cdn.tcgplayer.com/product/522786_200w.jpg,77,23336,https://cpt.tcgcsv.com/L7c6,2024-10-03T17:48:43.7,1,Exceptional,Genesis —> May kill target minion here.,4,FF,Fire,An Exceptional Beast with venom-dript fangs,Spell,Minion,0.1,0.21,0.79,0.17,,Normal,1,Beast,"""Born of earth, yet suckled by Hell's fire.
""",1,
522787,Wall of Ice,Wall of Ice,https://tcgplayer-cdn.tcgplayer.com/product/522787_200w.jpg,77,23336,https://cpt.tcgcsv.com/M7c6,2024-10-03T17:48:43.793,1,Ordinary,Conjure atop the border of a site you control.<br><br>Units can't traverse Wall of Ice on the ground.,2,W,Water,An Ordinary Aura of impassable ice,Spell,,0.02,0.15,0.79,0.06,,Normal,,,,,
522788,Abundance,Abundance,https://tcgplayer-cdn.tcgplayer.com/product/522788_200w.jpg,77,23336,https://cpt.tcgcsv.com/N7c6,2024-10-03T17:48:43.873,1,Elite,Each affected site provides one additional mana.,5,WW,Water,An Elite Aura of milk and honey,Spell,Aura,0.31,1.0,1.95,0.61,,Normal,,,,,
522789,Wall of Ice (Foil),Wall of Ice Foil,https://tcgplayer-cdn.tcgplayer.com/product/522789_200w.jpg,77,23336,https://cpt.tcgcsv.com/P7c6,2024-10-03T17:48:43.933,1,Ordinary,Conjure atop the border of a site you control.<br><br>Units can't traverse Wall of Ice on the ground.,2,W,Water,An Ordinary Aura of impassable ice,Spell,,2.75,3.06,5.55,3.02,,Foil,,,,,
522790,Bane Widow (Foil),Bane Widow Foil,https://tcgplayer-cdn.tcgplayer.com/product/522790_200w.jpg,77,23336,https://cpt.tcgcsv.com/Q7c6,2024-10-03T17:48:43.987,1,Exceptional,Genesis —> May kill target minion here.,4,FF,Fire,An Exceptional Beast with venom-dript fangs,Spell,Minion,2.69,2.93,23.17,3.02,,Foil,1,Beast,"""Born of earth, yet suckled by Hell's fire.
""",1,
522791,Abundance (Foil),Abundance Foil,https://tcgplayer-cdn.tcgplayer.com/product/522791_200w.jpg,77,23336,https://cpt.tcgcsv.com/R7c6,2024-10-03T17:48:44.043,1,Elite,Each affected site provides one additional mana.,5,WW,Water,An Elite Aura of milk and honey,Spell,Aura,18.0,23.63,74.98,21.0,,Foil,,,,,
522792,Battering Ram,Battering Ram,https://tcgplayer-cdn.tcgplayer.com/product/522792_200w.jpg,77,23336,https://cpt.tcgcsv.com/S7c6,2024-10-03T17:48:44.103,1,Exceptional,Battering Ram,2,,,An Exceptional Device pummels and pounds,Spell,Artifact,0.08,0.19,0.79,0.11,,Normal,,Device,,,
522793,Warp Spasm,Warp Spasm,https://tcgplayer-cdn.tcgplayer.com/product/522793_200w.jpg,77,23336,https://cpt.tcgcsv.com/T7c6,2024-10-03T17:48:44.193,1,Unique,"This turn, double an allied minion's power, and whenever it attacks and kills a unit, it untaps. At the end of the turn, it dies.",3,FFF,Fire,Unique Magic of hyper-violence,Spell,,0.85,2.93,19.99,1.63,,Normal,,,,,
522794,Warp Spasm (Foil),Warp Spasm Foil,https://tcgplayer-cdn.tcgplayer.com/product/522794_200w.jpg,77,23336,https://cpt.tcgcsv.com/V7c6,2024-10-03T17:48:44.287,1,Unique,"This turn, double an allied minion's power, and whenever it attacks and kills a unit, it untaps. At the end of the turn, it dies.",3,FFF,,Unique Magic of hyper-violence,Spell,Magic,13.87,19.2,99.99,14.72,,Foil,,,,,
522795,Battering Ram (Foil),Battering Ram Foil,https://tcgplayer-cdn.tcgplayer.com/product/522795_200w.jpg,77,23336,https://cpt.tcgcsv.com/W7c6,2024-10-03T17:48:44.427,1,Exceptional,Battering Ram,2,,,An Exceptional Device pummels and pounds,Spell,Artifact,0.9,1.76,12.99,1.1,,Foil,,Device,,,
522796,Accursed Albatross,Accursed Albatross,https://tcgplayer-cdn.tcgplayer.com/product/522796_200w.jpg,77,23336,https://cpt.tcgcsv.com/X7c6,2024-10-03T17:48:44.53,1,Exceptional,"Airborne<br> <br>When a unit kills Accursed Albatross, kill that unit's other allied minions it's nearby.",3,W,Water,An Exceptional Beast of deadly portent,Spell,Minion,0.08,0.2,0.79,0.13,,Normal,1,Beast,,1,
522797,Watchtower,Watchtower,https://tcgplayer-cdn.tcgplayer.com/product/522797_200w.jpg,77,23336,https://cpt.tcgcsv.com/Z7c6,2024-10-03T17:48:44.64,1,Exceptional,Enemy units atop nearby sites permanently lose Stealth.,,A,Air,An Exceptional Site safeguards the horizon,Site,Site,0.2,0.3,0.79,0.35,,Normal,,,,,
522798,Watchtower (Foil),Watchtower Foil,https://tcgplayer-cdn.tcgplayer.com/product/522798_200w.jpg,77,23336,https://cpt.tcgcsv.com/-7c6,2024-10-03T17:48:44.743,1,Exceptional,Enemy units atop nearby sites permanently lose Stealth.,,A,,An Exceptional Site safeguards the horizon,Site,,5.4,8.99,38.95,9.04,,Foil,,,,,
522799,Accursed Albatross (Foil),Accursed Albatross Foil,https://tcgplayer-cdn.tcgplayer.com/product/522799_200w.jpg,77,23336,https://cpt.tcgcsv.com/_7c6,2024-10-03T17:48:44.847,1,Exceptional,"Airborne<br> <br>When a unit kills Accursed Albatross, kill that unit's other allied minions it's nearby.",3,W,Water,An Exceptional Beast of deadly portent,Spell,Minion,0.9,1.33,8.75,1.21,,Foil,1,Beast,,1,
522800,Waveshaper,Waveshaper,https://tcgplayer-cdn.tcgplayer.com/product/522800_200w.jpg,77,23336,https://cpt.tcgcsv.com/08c6,2024-10-03T17:48:44.91,1,Ordinary,Tap —> Play or draw a site.<br><br>Tap —> Flood a site near your body of water until you do so again. Tap minions without submerge there. They don't untap the next time they would.,,,,Your Avatar of ebb and flow,Avatar,Avatar,0.08,0.25,8.0,0.18,,Normal,1,,,1,20
522801,Waveshaper (Foil),Waveshaper Foil,https://tcgplayer-cdn.tcgplayer.com/product/522801_200w.jpg,77,23336,https://cpt.tcgcsv.com/28c6,2024-10-03T17:48:44.967,1,Ordinary,Tap —> Play or draw a site.<br><br>Tap —> Flood a site near your body of water until you do so again. Tap minions without submerge there. They don't untap the next time they would.,,,,Your Avatar of ebb and flow,Avatar,Avatar,7.75,9.32,195.45,8.14,,Foil,1,,,1,20
522802,Adept Illusionist,Adept Illusionist,https://tcgplayer-cdn.tcgplayer.com/product/522802_200w.jpg,77,23336,https://cpt.tcgcsv.com/38c6,2024-10-03T17:48:45.04,1,Elite,"Spellcaster<br><br>Tap —> Search your hand, cemetery, or spellbook for another Adept Illusionist and summon it nearby. Shuffle if needed.",2,WW,Water,An Elite Mortal of duplicitous skills,Spell,Minion,0.49,0.78,2.99,0.67,,Normal,2,Mortal,,2,
522803,Wayfaring Pilgrim,Wayfaring Pilgrim,https://tcgplayer-cdn.tcgplayer.com/product/522803_200w.jpg,77,23336,https://cpt.tcgcsv.com/58c6,2024-10-03T17:48:45.1,1,Exceptional,"Whenever Wayfaring Pilgrim enters each corner of the realm for the first time, you may draw a card.",2,F,Fire,An Exceptional Mortal on a spiritual journey,Spell,Minion,0.09,0.2,0.55,0.14,,Normal,1,Mortal,,1,
522804,Wayfaring Pilgrim (Foil),Wayfaring Pilgrim Foil,https://tcgplayer-cdn.tcgplayer.com/product/522804_200w.jpg,77,23336,https://cpt.tcgcsv.com/68c6,2024-10-03T17:48:45.19,1,Exceptional,"Whenever Wayfaring Pilgrim enters each corner of the realm for the first time, you may draw a card.",2,F,Fire,An Exceptional Mortal on a spiritual journey,Spell,Minion,3.0,5.0,8.0,4.55,,Foil,1,Mortal,,1,
522805,Waypoint Portal,Waypoint Portal,https://tcgplayer-cdn.tcgplayer.com/product/522805_200w.jpg,77,23336,https://cpt.tcgcsv.com/78c6,2024-10-03T17:48:45.25,1,Exceptional,"Choose two different sites. This turn, units can move between them as if they were adjacent.",3,A,Air,Exceptional Magic of dimensional distortion,Spell,Magic,0.03,0.22,4.0,0.16,,Normal,,,,,
522806,Waypoint Portal (Foil),Waypoint Portal Foil,https://tcgplayer-cdn.tcgplayer.com/product/522806_200w.jpg,77,23336,https://cpt.tcgcsv.com/88c6,2024-10-03T17:48:45.313,1,Exceptional,"Choose two different sites. This turn, units can move between them as if they were adjacent.",3,A,Air,Exceptional Magic of dimensional distortion,Spell,Magic,0.84,1.94,45.0,1.23,,Foil,,,,,
522807,Sea Serpent (Foil),Sea Serpent Foil,https://tcgplayer-cdn.tcgplayer.com/product/522807_200w.jpg,77,23336,https://cpt.tcgcsv.com/98c6,2024-10-03T17:48:45.36,1,Ordinary,"Submerge, Waterbound",4,W,Water,An Ordinary Beast bestrides the ocean,Spell,Minion,1.0,1.41,15.0,1.14,,Foil,4,Beast,The study of sea serpents advances one funeral at a time.,4,
522808,Whirling Blades,Whirling Blades,https://tcgplayer-cdn.tcgplayer.com/product/522808_200w.jpg,77,23336,https://cpt.tcgcsv.com/b8c6,2024-10-03T17:48:45.423,1,Exceptional,"An ally may take up to two steps, and then strikes each enemy along their entire path.",5,AA,Air,A vicious vortex of Exceptional Magic,Spell,Magic,0.18,0.26,0.79,0.21,,Normal,,,,,
